id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,13164,2,13103,59,5327,5,3762,1560,1406,211,291,24,880,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,13956,209,13735,12,3389,148,3163,78,1925,27,1724,76,98,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,589,6,582,1,83,4,73,6,53,5,41,4,3,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,23,0,23,0,18,1,17,0,16,0,16,0,0,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,756,4,751,1,75,5,67,3,77,1,50,7,19,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,599,1,597,1,178,0,176,2,46,0,32,7,7,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,327,0,327,0,46,3,41,2,95,5,60,2,28,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,313,4,309,0,64,2,60,2,58,2,39,7,10,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,1053,4,1047,2,96,2,91,3,56,4,39,4,9,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,511,5,506,0,64,6,56,2,51,4,33,9,5,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,311,5,306,0,33,0,33,0,68,4,52,4,8,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,560,1,559,0,81,3,74,4,40,6,23,3,8,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,206,3,203,0,52,1,49,2,45,1,32,3,9,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,307,0,304,3,38,1,34,3,34,2,25,3,4,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,579,2,577,0,147,1,144,2,58,4,42,5,7,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,411,0,411,0,24,2,21,1,21,0,17,2,2,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,90,2,88,0,16,2,12,2,28,1,21,2,4,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,1004,4,1000,0,158,2,155,1,175,4,148,11,12,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,220,0,220,0,51,1,46,4,50,4,38,5,3,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,183,4,179,0,50,1,48,1,31,2,16,2,11,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,579,1,576,2,53,2,50,1,83,10,35,6,32,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,226,1,224,1,29,1,28,0,35,0,30,0,5,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,236,0,236,0,20,3,16,1,19,1,13,3,2,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,332,4,328,0,41,1,38,2,34,2,20,6,6,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,591,0,591,0,72,12,58,2,53,1,33,7,12,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,204,0,204,0,24,1,21,2,44,0,14,3,27,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,263,1,262,0,33,2,26,5,26,0,13,1,12,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,153,1,152,0,18,1,17,0,34,2,24,0,8,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,207,6,201,0,38,7,30,1,27,1,21,3,2,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,28,1,26,1,7,0,7,0,7,0,6,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,210,3,207,0,28,3,24,1,41,3,29,1,8,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,334,1,330,3,48,1,46,1,60,5,36,3,16,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,322,2,320,0,32,0,32,0,37,1,29,2,5,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,329,0,329,0,25,3,17,5,36,1,25,4,6,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,212,1,210,1,38,3,33,2,30,3,16,5,6,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,175,0,175,0,21,2,18,1,16,0,13,2,1,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,839,3,835,1,120,5,114,1,93,4,54,9,26,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,858,2,855,1,101,4,96,1,58,6,38,5,9,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,103,0,103,0,23,0,23,0,27,2,18,1,6,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,355,3,351,1,54,0,51,3,52,3,31,5,13,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,244,2,242,0,27,1,24,2,38,3,26,4,5,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,175,0,175,0,32,1,31,0,28,0,18,2,8,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,259,1,258,0,43,6,36,1,26,3,15,2,6,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,354,1,353,0,25,0,23,2,26,3,16,0,7,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,186,0,186,0,38,1,32,5,48,3,27,5,13,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,176,1,175,0,30,0,27,3,34,1,24,1,8,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,532,3,528,1,51,7,44,0,61,3,26,4,28,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,322,1,321,0,28,0,25,3,20,1,4,2,13,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,346,4,342,0,85,8,77,0,46,0,32,4,10,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,234,0,234,0,57,4,51,2,27,4,19,2,2,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,333,1,332,0,34,0,31,3,24,1,19,1,3,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,326,0,326,0,33,2,29,2,56,1,41,8,6,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,299,1,298,0,47,2,45,0,34,1,29,1,3,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,1581,2,1577,2,110,18,90,2,181,12,119,13,37,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,154,0,154,0,34,1,33,0,14,1,9,3,1,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,222,1,221,0,31,3,26,2,32,1,25,3,3,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,352,1,348,3,73,4,67,2,54,0,35,3,16,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,283,0,282,1,46,5,37,4,40,5,19,3,13,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,311,0,310,1,53,2,44,7,72,4,32,4,32,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,334,0,334,0,37,4,32,1,27,1,13,3,10,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,442,1,440,1,65,6,52,7,40,2,21,5,12,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,837,2,835,0,131,1,129,1,37,4,23,4,6,
3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,454,4,450,0,49,0,45,4,23,1,18,1,3,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,500,0,500,0,48,9,33,6,55,4,39,4,8,
3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,283,2,280,1,64,6,58,0,47,2,31,4,10,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,385,1,384,0,79,16,63,0,23,5,9,4,5,
3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,461,1,460,0,55,2,53,0,81,2,66,4,9,
3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,150,1,149,0,30,5,22,3,30,0,17,2,11,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,234,2,232,0,53,4,48,1,16,2,9,0,5,
3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,269,1,268,0,28,2,26,0,27,2,20,1,4,
3174091001,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,JAGAKARSA,363,1,362,0,95,10,85,0,31,1,18,1,11,
3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,490,2,487,1,79,2,77,0,38,0,25,1,12,
3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,684,0,684,0,85,0,80,5,120,4,49,9,58,
3175101007,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,LUBANG BUAYA,311,3,307,1,56,3,50,3,17,1,9,0,7,
3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,234,3,230,1,38,2,33,3,34,4,16,1,13,
3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,363,0,362,1,23,2,19,2,28,0,21,2,5,
3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,150,1,149,0,22,0,21,1,27,0,17,4,6,
3175031008,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG BESAR UTARA,241,2,239,0,12,0,12,0,40,4,31,1,4,
3171081002,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,KAMPUNG RAWA,299,3,296,0,34,7,27,0,62,7,28,7,20,
3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,248,0,248,0,48,8,36,4,14,2,7,3,2,
3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,120,0,120,0,16,0,14,2,7,0,4,2,1,
3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,354,0,354,0,26,2,23,1,9,0,3,1,5,
3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,194,3,190,1,24,3,19,2,22,4,11,1,6,
3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,166,0,165,1,30,1,29,0,8,1,2,4,1,
3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,467,1,466,0,40,7,31,2,18,1,9,3,5,
3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,234,0,233,1,34,1,33,0,25,1,14,0,10,
3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,490,0,490,0,27,1,23,3,29,2,20,2,5,
3173071004,DKI JAKARTA,JAKARTA BARAT,PALMERAH,JATI PULO,412,2,410,0,50,2,44,4,69,6,28,2,33,
3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,407,1,405,1,17,1,15,1,112,4,33,2,73,
3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,227,3,224,0,39,1,38,0,19,0,10,1,8,
3173021006,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR BARU,343,1,342,0,35,0,34,1,23,2,9,2,10,
3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,184,1,183,0,32,0,31,1,17,0,9,2,6,
3173011005,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KAPUK,333,5,327,1,45,2,28,15,34,1,21,6,6,
3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,323,0,322,1,53,2,50,1,21,2,15,2,2,
3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,202,2,200,0,50,3,47,0,16,3,5,1,7,
3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,469,1,468,0,77,0,75,2,19,2,13,2,2,
3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,228,1,227,0,30,2,27,1,44,1,26,5,12,
3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,112,1,111,0,10,0,8,2,53,4,23,7,19,
3174021002,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET SEMANGGI,61,0,61,0,15,0,14,1,5,0,3,2,0,
3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,162,1,161,0,21,0,20,1,30,3,22,1,4,
3173081005,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,JOGLO,155,0,155,0,33,2,28,3,34,2,24,1,7,
3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,228,2,226,0,22,0,20,2,18,2,11,0,5,
3173081002,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,MERUYA UTARA,168,2,166,0,26,1,20,5,29,2,20,0,7,
3174051004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL UTARA,372,3,368,1,33,3,26,4,64,0,34,0,30,
3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,201,0,201,0,28,1,27,0,20,1,13,3,3,
3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,250,1,248,1,38,5,32,1,23,3,10,2,8,
3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,179,2,177,0,24,2,21,1,19,1,10,2,6,
