id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,2639,48,2591,2759,149,2610,459,343,15,19,82,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,1120,22,1098,902,115,787,678,381,46,52,199,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,4,1,3,12,4,8,39,14,9,3,13,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,1,0,1,12,12,0,17,0,15,0,2,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,5,0,5,13,5,8,26,9,6,4,7,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,10,0,10,19,9,10,26,8,5,4,9,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,21,1,20,10,5,5,25,5,13,1,6,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,13,0,13,13,9,4,28,19,2,3,4,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,9,0,9,13,4,9,30,8,7,5,10,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,17,2,15,8,5,3,29,12,0,8,9,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,14,0,14,6,4,2,41,19,1,5,16,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,18,2,16,23,6,17,23,11,5,3,4,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,9,0,9,8,2,6,16,5,5,2,4,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,9,1,8,9,0,9,17,7,3,2,5,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,33,1,32,23,4,19,38,14,6,2,16,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,7,0,7,7,3,4,9,2,5,1,1,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,2,0,2,6,2,4,21,12,5,2,2,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,27,1,26,26,8,18,59,37,2,6,14,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,15,1,14,24,4,20,19,11,3,2,3,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,7,0,7,11,1,10,14,5,0,1,8,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,5,0,5,10,5,5,26,14,2,2,8,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,10,0,10,15,8,7,17,9,2,0,6,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,4,0,4,2,1,1,15,6,2,3,4,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,17,1,16,10,0,10,19,6,3,6,4,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,17,1,16,10,2,8,19,8,2,6,3,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,6,1,5,9,3,6,9,2,1,2,4,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,6,0,6,9,2,7,10,3,3,1,3,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,1,0,1,4,0,4,11,3,2,0,6,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,12,1,11,10,6,4,18,4,1,2,11,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5,0,5,4,3,1,7,3,3,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,6,0,6,3,0,3,19,8,0,1,10,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,14,1,13,12,7,5,27,14,2,2,9,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,4,0,4,7,2,5,28,17,0,2,9,
