id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,pdp,masih_dirawat,pulang_dan_sehat,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,2599,47,2552,2756,144,2612,635,534,13,24,64,
LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,LUAR DKI JAKARTA,1065,21,1044,899,111,788,582,332,46,44,160,
3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,3,1,2,12,4,8,37,12,9,3,13,
3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,1,0,1,12,12,0,16,0,15,0,1,
3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,5,0,5,13,5,8,22,8,6,2,6,
3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,10,0,10,19,9,10,24,7,5,4,8,
3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,21,1,20,10,5,5,24,6,12,1,5,
3175071001,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,DUREN SAWIT,11,0,11,13,9,4,27,18,2,3,4,
3173061001,DKI JAKARTA,JAKARTA BARAT,KALI DERES,KALIDERES,9,0,9,12,3,9,29,9,7,4,9,
3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,16,1,15,8,5,3,28,12,0,7,9,
3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,14,0,14,6,4,2,40,18,1,5,16,
3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,17,2,15,22,5,17,22,11,4,3,4,
3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,9,0,9,8,2,6,13,4,5,1,3,
3174011003,DKI JAKARTA,JAKARTA SELATAN,TEBET,MENTENG DALAM,8,1,7,9,0,9,15,9,2,1,3,
3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,33,1,32,23,4,19,35,13,6,2,14,
3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,7,0,7,7,3,4,9,2,5,1,1,
3175081004,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,HALIM PERDANA KUSUMAH,2,0,2,6,2,4,14,6,5,1,2,
3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,27,1,26,26,8,18,53,33,2,5,13,
3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,14,1,13,24,4,20,18,10,3,2,3,
3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,7,0,7,10,0,10,13,5,0,1,7,
3173051005,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,DURI KEPA,5,0,5,10,5,5,25,14,2,1,8,
3175021007,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,JATI,10,0,10,15,8,7,17,8,2,0,7,
3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,4,0,4,2,1,1,15,9,1,2,3,
3174061002,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,LEBAK BULUS,16,1,15,10,0,10,17,5,3,5,4,
3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,17,1,16,10,2,8,18,7,2,6,3,
3171031003,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,HARAPAN MULIA,6,1,5,9,3,6,9,2,1,2,4,
3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,6,0,6,9,2,7,9,3,3,1,2,
3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,1,0,1,4,0,4,10,3,2,0,5,
3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,12,1,11,10,6,4,17,4,1,2,10,
3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,5,0,5,3,2,1,6,2,3,1,0,
3175031006,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,CIPINANG MUARA,5,0,5,3,0,3,18,6,0,1,11,
3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,13,1,12,11,6,5,22,11,2,1,8,
3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,4,0,4,7,2,5,21,17,0,1,3,
3173021004,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,JELAMBAR,1,0,1,4,1,3,12,5,3,2,2,
3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,9,0,9,8,4,4,12,5,2,3,2,
3174021003,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,KARET KUNINGAN,7,1,6,9,1,8,11,3,3,2,3,
3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,11,3,8,6,5,1,23,6,3,3,11,
3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,11,0,11,12,7,5,26,12,2,5,7,
3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,2,0,2,5,1,4,12,5,1,1,5,
3175021006,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,KAYU PUTIH,14,1,13,17,5,12,28,19,1,4,4,
3171061001,DKI JAKARTA,JAKARTA PUSAT,MENTENG,MENTENG,16,0,16,8,3,5,17,11,1,3,2,
3175051004,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,KALISARI,10,2,8,9,2,7,13,4,2,1,6,
3174051001,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA UTARA,7,0,7,7,2,5,8,3,3,1,1,
3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,7,1,6,6,2,4,12,8,1,0,3,
3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,14,3,11,14,8,6,15,4,3,3,5,
3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,1,0,1,7,4,3,15,5,3,1,6,
3171081001,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,JOHAR BARU,12,0,12,12,5,7,10,5,1,1,3,
3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,44,1,43,9,5,4,7,1,1,3,2,
3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,21,4,17,11,3,8,13,4,1,2,6,
3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,12,1,11,5,3,2,8,4,1,2,1,
3173011002,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,DURI KOSAMBI,8,0,8,5,1,4,12,5,3,1,3,
3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,14,0,14,5,3,2,23,14,2,4,3,
3175011003,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KAYU MANIS,9,0,9,9,6,3,20,13,0,0,7,
3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,8,2,6,4,0,4,37,16,0,2,19,
3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,10,0,10,9,3,6,8,4,1,2,1,
3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,10,0,10,3,0,3,10,7,0,1,2,
3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,18,2,16,8,3,5,21,8,1,2,10,
3174051005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,GROGOL SELATAN,10,0,10,7,3,4,9,4,2,1,2,
3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,5,0,5,7,6,1,5,3,1,0,1,
3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,6,0,6,5,2,3,10,3,1,3,3,
3175091001,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIRACAS,14,0,14,7,1,6,12,5,2,3,2,
3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,60,0,60,9,5,4,16,9,1,0,6,
3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,11,0,11,5,1,4,12,8,2,0,2,
3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,13,1,12,4,2,2,14,8,2,1,3,
3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,14,1,13,9,4,5,19,10,2,4,3,
3174051006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,KEBAYORAN LAMA SELATAN,13,0,13,5,2,3,8,4,1,3,0,
3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,13,0,13,6,4,2,11,4,1,2,4,
3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,11,2,9,8,3,5,11,4,2,1,4,
3174071009,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,GANDARIA UTARA,14,3,11,8,1,7,5,3,1,0,1,
